Date,Muscle Group,Workout,Exercise,Set,Weight (kg),Reps,Technique,Month,Notes,Program
26-Jan-2026,Shoulders,Upper 1A,BB Push Press,1,12.5,9,Staight,1,,Warrior
26-Jan-2026,Shoulders,Upper 1A,BB Push Press,2,12.5,8,Staight,1,,Warrior
26-Jan-2026,Shoulders,Upper 1A,BB Push Press,3,12.5,8,Staight,1,,Warrior
26-Jan-2026,Back,Upper 1A,Lat Pulldowns,1,60,10,Trap,1,65,Warrior
26-Jan-2026,Chest,Upper 1A,3D Crossovers,1,35,9,Straight,1,,Warrior
26-Jan-2026,Chest,Upper 1A,3D Crossovers,2,35,9,Straight,1,,Warrior
26-Jan-2026,Chest,Upper 1A,3D Crossovers,3,35,9,Straight,1,,Warrior
26-Jan-2026,Back,Upper 1A,Seated Cable Rows (Elbows Wide),1,75,10,Trap,1,,Warrior
26-Jan-2026,Shoulders,Upper 1A,DB Cheat Laterals,1,14,9,Straight,1,,Warrior
26-Jan-2026,Shoulders,Upper 1A,DB Cheat Laterals,2,14,9,Straight,1,,Warrior
26-Jan-2026,Shoulders,Upper 1A,DB Cheat Laterals,3,16,9,Straight,1,,Warrior
26-Jan-2026,Back,Upper 1A,Straight Arm Pushdowns,1,55,10,Trap,1,50,Warrior
26-Jan-2026,Chest,Upper 1A,Landmine Pushaway Presses,1,30,9,Straight,1,,Warrior
26-Jan-2026,Chest,Upper 1A,Landmine Pushaway Presses,2,30,9,Straight,1,,Warrior
26-Jan-2026,Chest,Upper 1A,Landmine Pushaway Presses,3,30,9,Straight,1,,Warrior
26-Jan-2026,Biceps,Upper 1A,Standing DB Curl,1,14,10,Trap,1,,Warrior
26-Jan-2026,Triceps,Upper 1A,Woodchopper Pushdowns,1,45,10,Straight,1,,Warrior
26-Jan-2026,Triceps,Upper 1A,Woodchopper Pushdowns,2,45,10,Straight,1,,Warrior
26-Jan-2026,Triceps,Upper 1A,Woodchopper Pushdowns,3,45,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,Alt. Reverse BB Lunges,1,15,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,Alt. Reverse BB Lunges,2,15,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,Alt. Reverse BB Lunges,3,15,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,BB Hip Thrusts,1,30,10,Trap,1,,Warrior
27-Jan-2026,Legs,Lower 1A,DB Bulgarian Split Squat Hops,1,12,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,DB Bulgarian Split Squat Hops,2,12,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,DB Bulgarian Split Squat Hops,3,12,8,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,Hamstring Curls,1,35,10,Trap,1,,Warrior
27-Jan-2026,Legs,Lower 1A,DB Spanish Squats,1,24,9,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,DB Spanish Squats,2,24,9,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,DB Spanish Squats,3,24,9,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,BB Calf Raises (Toes Out),1,30,10,Trap,1,25,Warrior
27-Jan-2026,Legs,Lower 1A,Seated Calf Raises,1,85,9,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,Seated Calf Raises,2,85,9,Straight,1,,Warrior
27-Jan-2026,Legs,Lower 1A,Seated Calf Raises,3,85,9,Straight,1,80,Warrior
29-Jan-2026,Back,Upper 2A,Power Pulldowns,1,75,8,Staight,1,,Warrior
29-Jan-2026,Back,Upper 2A,Power Pulldowns,2,75,8,Staight,1,,Warrior
29-Jan-2026,Back,Upper 2A,Power Pulldowns,3,75,8,Staight,1,,Warrior
29-Jan-2026,Shoulders,Upper 2A,Modified DB Bradford Press,1,14,10,Trap,1,12,Warrior
29-Jan-2026,Back,Upper 2A,Meadows Row,1,25,8,Straight,1,,Warrior
29-Jan-2026,Back,Upper 2A,Meadows Row,2,25,8,Straight,1,,Warrior
29-Jan-2026,Back,Upper 2A,Meadows Row,3,25,8,Straight,1,22.5,Warrior
29-Jan-2026,Chest,Upper 2A,Decline DB Bench Press,1,22,10,Trap,1,20,Warrior
29-Jan-2026,Back,Upper 2A,1 Arm High Cable Row,1,45,9,Straight,1,,Warrior
29-Jan-2026,Back,Upper 2A,1 Arm High Cable Row,2,45,9,Straight,1,,Warrior
29-Jan-2026,Back,Upper 2A,1 Arm High Cable Row,3,45,9,Straight,1,,Warrior
29-Jan-2026,Shoulders,Upper 2A,Cable Face Pulls,1,45,10,Trap,1,,Warrior
29-Jan-2026,Back,Upper 2A,Power Shrugs,1,35,7,Straight,1,,Warrior
29-Jan-2026,Back,Upper 2A,Power Shrugs,2,32.5,8,Straight,1,,Warrior
29-Jan-2026,Back,Upper 2A,Power Shrugs,3,32.5,8,Straight,1,,Warrior
29-Jan-2026,Triceps,Upper 2A,DB Incline Power Bombs,1,20,10,Trap,1,18,Warrior
29-Jan-2026,Biceps,Upper 2A,BB Cheat Curls,1,7.5,8,Straight,1,,Warrior
29-Jan-2026,Biceps,Upper 2A,BB Cheat Curls,2,7.5,7,Straight,1,,Warrior
29-Jan-2026,Biceps,Upper 2A,BB Cheat Curls,3,7.5,7,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Deadlift,1,25,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Deadlift,2,25,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Deadlift,3,25,8,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,BB Front Squat,1,10,10,Trap,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Cable Pull Throughs,1,55,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Cable Pull Throughs,2,60,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Cable Pull Throughs,3,60,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,DB Reverse Lunges,1,16,10,Trap,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Hamstring Curls,1,50,7,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,Hamstring Curls,2,45,8,Straight,1,40,Warrior
30-Jan-2026,Legs,Lower 2A,Hamstring Curls,3,45,8,Straight,1,40,Warrior
30-Jan-2026,Legs,Lower 2A,Seated Calf Raises,1,75,10,Trap,1,40,Warrior
30-Jan-2026,Legs,Lower 2A,BB Calf Raises (Toes Out),1,30,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,BB Calf Raises (Toes Out),2,30,9,Straight,1,,Warrior
30-Jan-2026,Legs,Lower 2A,BB Calf Raises (Toes Out),3,30,9,Straight,1,,Warrior
2-Feb-2026,Chest,Upper 1B,Dips,1,0,8,Staight,1,,Warrior
2-Feb-2026,Chest,Upper 1B,Dips,2,0,7,Staight,1,,Warrior
2-Feb-2026,Chest,Upper 1B,Dips,3,0,7,Staight,1,,Warrior
2-Feb-2026,Back,Upper 1B,BB Shrugs,1,25,10,Trap,1,,Warrior
2-Feb-2026,Shoulders,Upper 1B,BB Hang Clean and Press,1,10,7,Straight,1,,Warrior
2-Feb-2026,Shoulders,Upper 1B,BB Hang Clean and Press,2,8.75,8,Straight,1,,Warrior
2-Feb-2026,Shoulders,Upper 1B,BB Hang Clean and Press,3,8.75,8,Straight,1,,Warrior
2-Feb-2026,Back,Upper 1B,Seated Cable Rows (Elbows Tight),1,60,10,Trap,1,,Warrior
2-Feb-2026,Chest,Upper 1B,Plyo Pushups,1,0,12,Straight,1,,Warrior
2-Feb-2026,Chest,Upper 1B,Plyo Pushups,2,0,9,Straight,1,,Warrior
2-Feb-2026,Chest,Upper 1B,Plyo Pushups,3,0,8,Straight,1,,Warrior
2-Feb-2026,Back,Upper 1B,Trap Pulldowns,1,60,10,Trap,1,55,Warrior
2-Feb-2026,Shoulders,Upper 1B,BB High Pulls,1,7.5,7,Straight,1,,Warrior
2-Feb-2026,Shoulders,Upper 1B,BB High Pulls,2,7.5,9,Straight,1,,Warrior
2-Feb-2026,Shoulders,Upper 1B,BB High Pulls,3,7.5,9,Straight,1,,Warrior
2-Feb-2026,Biceps,Upper 1B,DB Hammer Curls,1,14,10,Trap,1,12,Warrior
2-Feb-2026,Triceps,Upper 1B,Triceps Rollback Press,1,12,9,Straight,1,,Warrior
2-Feb-2026,Triceps,Upper 1B,Triceps Rollback Press,2,12,9,Straight,1,,Warrior
2-Feb-2026,Triceps,Upper 1B,Triceps Rollback Press,3,12,8,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,Box Squats,1,20,9,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,Box Squats,2,25,9,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,Box Squats,3,25,9,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,DB Leaning Step Ups,1,0,10,Trap,1,,Warrior
3-Feb-2026,Legs,Lower 1B,DB Step Up Thrusts,1,8,9,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,DB Step Up Thrusts,2,8,8,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,DB Step Up Thrusts,3,8,9,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,BB RDL,1,25,9,Trap,1,22.5,Warrior
3-Feb-2026,Legs,Lower 1B,DB Side Lunges,1,8,10,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,DB Side Lunges,2,8,10,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,DB Side Lunges,3,8,10,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,BB Calf Raises (Toes In),1,25,10,Trap,1,,Warrior
3-Feb-2026,Legs,Lower 1B,Seated Calf Raises,1,80,9,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,Seated Calf Raises,2,80,8,Straight,1,,Warrior
3-Feb-2026,Legs,Lower 1B,Seated Calf Raises,3,80,8,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,BB Dead Row,1,15,9,Staight,1,,Warrior
5-Feb-2026,Back,Upper 2B,BB Dead Row,2,15,9,Staight,1,,Warrior
5-Feb-2026,Back,Upper 2B,BB Dead Row,3,15,9,Staight,1,,Warrior
5-Feb-2026,Chest,Upper 2B,Incline DB Bench Press,1,20,10,Trap,1,,Warrior
5-Feb-2026,Back,Upper 2B,Rocking Pulldown,1,65,10,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,Rocking Pulldown,2,70,8,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,Rocking Pulldown,3,70,8,Straight,1,,Warrior
5-Feb-2026,Shoulders,Upper 2B,DB Arnold Press,1,16,10,Trap,1,,Warrior
5-Feb-2026,Back,Upper 2B,Angled Trap Shrugs,1,50,10,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,Angled Trap Shrugs,2,60,9,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,Angled Trap Shrugs,3,60,10,Straight,1,,Warrior
5-Feb-2026,Chest,Upper 2B,Cable Crossover,1,40,10,Trap,1,,Warrior
5-Feb-2026,Back,Upper 2B,DB Renegade Row,1,18,5,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,DB Renegade Row,2,16,7,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,DB Renegade Row,3,16,7,Straight,1,14,Warrior
5-Feb-2026,Triceps,Upper 2B,Triceps Pushdowns,1,40,10,Trap,1,18,Warrior
5-Feb-2026,Back,Upper 2B,Chin Ups,1,0,7,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,Chin Ups,2,0,5,Straight,1,,Warrior
5-Feb-2026,Back,Upper 2B,Chin Ups,3,0,5,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,BB Hip Thrusts,1,30,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,BB Hip Thrusts,2,32.5,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,BB Hip Thrusts,3,32.5,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,DB Bulgarian Split Squats,1,12,10,Trap,1,,Warrior
6-Feb-2026,Legs,Lower 2B,DB Alt. Reverse Sprinter Lunge,1,16,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,DB Alt. Reverse Sprinter Lunge,2,16,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,DB Alt. Reverse Sprinter Lunge,3,16,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,DB Spanish Squats,1,20,10,Trap,1,,Warrior
6-Feb-2026,Legs,Lower 2B,Hamstring Curls,1,45,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,Hamstring Curls,2,45,8,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,Hamstring Curls,3,45,7,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,Seated Calf Raises,1,75,10,Trap,1,,Warrior
6-Feb-2026,Legs,Lower 2B,BB Calf Raises (Toes In),1,30,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,BB Calf Raises (Toes In),2,30,9,Straight,1,,Warrior
6-Feb-2026,Legs,Lower 2B,BB Calf Raises (Toes In),3,30,9,Straight,1,,Warrior
9-Feb-2026,Shoulders,Upper 1A,BB Push Press,1,12.5,9,Staight,1,,Warrior
9-Feb-2026,Shoulders,Upper 1A,BB Push Press,2,13.75,8,Staight,1,,Warrior
9-Feb-2026,Shoulders,Upper 1A,BB Push Press,3,13.75,7,Staight,1,,Warrior
9-Feb-2026,Back,Upper 1A,Lat Pulldowns,1,65,10,Trap,1,,Warrior
9-Feb-2026,Chest,Upper 1A,3D Crossovers,1,35,9,Straight,1,,Warrior
9-Feb-2026,Chest,Upper 1A,3D Crossovers,2,35,9,Straight,1,,Warrior
9-Feb-2026,Chest,Upper 1A,3D Crossovers,3,40,9,Straight,1,,Warrior
9-Feb-2026,Back,Upper 1A,Seated Cable Rows (Elbows Wide),1,60,10,Trap,1,,Warrior
9-Feb-2026,Shoulders,Upper 1A,DB Cheat Laterals,1,14,9,Straight,1,,Warrior
9-Feb-2026,Shoulders,Upper 1A,DB Cheat Laterals,2,12,9,Straight,1,,Warrior
9-Feb-2026,Shoulders,Upper 1A,DB Cheat Laterals,3,12,9,Straight,1,,Warrior
9-Feb-2026,Back,Upper 1A,Straight Arm Pushdowns,1,50,10,Trap,1,,Warrior
9-Feb-2026,Chest,Upper 1A,Landmine Pushaway Presses,1,30,9,Straight,1,,Warrior
9-Feb-2026,Chest,Upper 1A,Landmine Pushaway Presses,2,32.5,9,Straight,1,,Warrior
9-Feb-2026,Chest,Upper 1A,Landmine Pushaway Presses,3,32.5,9,Straight,1,,Warrior
9-Feb-2026,Biceps,Upper 1A,Standing DB Curl,1,14,10,Trap,1,12,Warrior
9-Feb-2026,Triceps,Upper 1A,Woodchopper Pushdowns,1,45,10,Straight,1,,Warrior
9-Feb-2026,Triceps,Upper 1A,Woodchopper Pushdowns,2,40,10,Straight,1,,Warrior
9-Feb-2026,Triceps,Upper 1A,Woodchopper Pushdowns,3,45,10,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Alt. Reverse BB Lunges,1,15,10,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Alt. Reverse BB Lunges,2,15,8,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Alt. Reverse BB Lunges,3,15,10,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,BB Hip Thrusts,1,30,10,Trap,1,,Warrior
10-Feb-2026,Legs,Lower 1A,DB Bulgarian Split Squat Hops,1,12,8,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,DB Bulgarian Split Squat Hops,2,10,8,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,DB Bulgarian Split Squat Hops,3,10,8,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Hamstring Curls,1,35,10,Trap,1,40,Warrior
10-Feb-2026,Legs,Lower 1A,DB Spanish Squats,1,24,9,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,DB Spanish Squats,2,24,9,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,DB Spanish Squats,3,24,9,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,BB Calf Raises (Toes Out),1,25,10,Trap,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Seated Calf Raises,1,85,8,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Seated Calf Raises,2,85,8,Straight,1,,Warrior
10-Feb-2026,Legs,Lower 1A,Seated Calf Raises,3,85,8,Straight,1,80,Warrior
12-Feb-2026,Back,Upper 2A,Power Pulldowns,1,75,9,Staight,1,,Warrior
12-Feb-2026,Back,Upper 2A,Power Pulldowns,2,75,8,Staight,1,,Warrior
12-Feb-2026,Back,Upper 2A,Power Pulldowns,3,75,8,Staight,1,,Warrior
12-Feb-2026,Shoulders,Upper 2A,Modified DB Bradford Press,1,12,10,Trap,1,,Warrior
12-Feb-2026,Back,Upper 2A,Meadows Row,1,22.5,8,Straight,1,,Warrior
12-Feb-2026,Back,Upper 2A,Meadows Row,2,22.5,7,Straight,1,,Warrior
12-Feb-2026,Back,Upper 2A,Meadows Row,3,20,8,Straight,1,,Warrior
12-Feb-2026,Chest,Upper 2A,Decline DB Bench Press,1,20,10,Trap,1,22,Warrior
12-Feb-2026,Back,Upper 2A,1 Arm High Cable Row,1,45,9,Straight,1,,Warrior
12-Feb-2026,Back,Upper 2A,1 Arm High Cable Row,2,50,9,Straight,1,,Warrior
12-Feb-2026,Back,Upper 2A,1 Arm High Cable Row,3,50,9,Straight,1,,Warrior
12-Feb-2026,Shoulders,Upper 2A,Cable Face Pulls,1,50,10,Trap,1,,Warrior
12-Feb-2026,Back,Upper 2A,Power Shrugs,1,32.5,9,Straight,1,,Warrior
12-Feb-2026,Back,Upper 2A,Power Shrugs,2,32.5,8,Straight,1,,Warrior
12-Feb-2026,Back,Upper 2A,Power Shrugs,3,32.5,8,Straight,1,,Warrior
12-Feb-2026,Triceps,Upper 2A,DB Incline Power Bombs,1,18,8,Trap,1,16,Warrior
12-Feb-2026,Biceps,Upper 2A,BB Cheat Curls,1,6.25,9,Straight,1,,Warrior
12-Feb-2026,Biceps,Upper 2A,BB Cheat Curls,2,6.25,9,Straight,1,,Warrior
12-Feb-2026,Biceps,Upper 2A,BB Cheat Curls,3,6.25,7,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Deadlift,1,25,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Deadlift,2,25,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Deadlift,3,25,8,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,BB Front Squat,1,10,10,Trap,1,11.25,Warrior
13-Feb-2026,Legs,Lower 2A,Cable Pull Throughs,1,60,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Cable Pull Throughs,2,60,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Cable Pull Throughs,3,65,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,DB Reverse Lunges,1,16,10,Trap,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Hamstring Curls,1,45,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Hamstring Curls,2,45,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Hamstring Curls,3,45,7,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,Seated Calf Raises,1,75,10,Trap,1,77.5,Warrior
13-Feb-2026,Legs,Lower 2A,BB Calf Raises (Toes Out),1,30,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,BB Calf Raises (Toes Out),2,32.5,9,Straight,1,,Warrior
13-Feb-2026,Legs,Lower 2A,BB Calf Raises (Toes Out),3,32.5,9,Straight,1,,Warrior
16-Feb-2026,Chest,Upper 1B,Dips,1,0,9,Staight,1,,Warrior
16-Feb-2026,Chest,Upper 1B,Dips,2,0,7,Staight,1,,Warrior
16-Feb-2026,Chest,Upper 1B,Dips,3,0,7,Staight,1,,Warrior
16-Feb-2026,Back,Upper 1B,BB Shrugs,1,25,10,Trap,1,27.5,Warrior
16-Feb-2026,Shoulders,Upper 1B,BB Hang Clean and Press,1,8.75,9,Straight,1,,Warrior
16-Feb-2026,Shoulders,Upper 1B,BB Hang Clean and Press,2,8.75,8,Straight,1,,Warrior
16-Feb-2026,Shoulders,Upper 1B,BB Hang Clean and Press,3,8.75,8,Straight,1,,Warrior
16-Feb-2026,Back,Upper 1B,Seated Cable Rows (Elbows Tight),1,60,10,Trap,1,,Warrior
16-Feb-2026,Chest,Upper 1B,Plyo Pushups,1,0,15,Straight,1,,Warrior
16-Feb-2026,Chest,Upper 1B,Plyo Pushups,2,0,11,Straight,1,,Warrior
16-Feb-2026,Chest,Upper 1B,Plyo Pushups,3,0,10,Straight,1,,Warrior
16-Feb-2026,Back,Upper 1B,Trap Pulldowns,1,55,10,Trap,1,50,Warrior
16-Feb-2026,Shoulders,Upper 1B,BB High Pulls,1,7.5,9,Straight,1,,Warrior
16-Feb-2026,Shoulders,Upper 1B,BB High Pulls,2,7.5,8,Straight,1,,Warrior
16-Feb-2026,Shoulders,Upper 1B,BB High Pulls,3,7.5,8,Straight,1,,Warrior
16-Feb-2026,Biceps,Upper 1B,DB Hammer Curls,1,12,10,Trap,1,,Warrior
16-Feb-2026,Triceps,Upper 1B,Triceps Rollback Press,1,12,9,Straight,1,,Warrior
16-Feb-2026,Triceps,Upper 1B,Triceps Rollback Press,2,12,9,Straight,1,,Warrior
16-Feb-2026,Triceps,Upper 1B,Triceps Rollback Press,3,12,8,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,Box Squats,1,20,9,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,Box Squats,2,25,9,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,Box Squats,3,25,9,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,DB Leaning Step Ups,1,0,10,Trap,1,,Warrior
17-Feb-2026,Legs,Lower 1B,DB Step Up Thrusts,1,8,9,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,DB Step Up Thrusts,2,8,8,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,DB Step Up Thrusts,3,8,9,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,BB RDL,1,25,9,Trap,1,22.5,Warrior
17-Feb-2026,Legs,Lower 1B,DB Side Lunges,1,8,10,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,DB Side Lunges,2,8,10,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,DB Side Lunges,3,8,10,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,BB Calf Raises (Toes In),1,25,10,Trap,1,,Warrior
17-Feb-2026,Legs,Lower 1B,Seated Calf Raises,1,80,9,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,Seated Calf Raises,2,80,8,Straight,1,,Warrior
17-Feb-2026,Legs,Lower 1B,Seated Calf Raises,3,80,8,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,BB Dead Row,1,15,9,Staight,1,,Warrior
19-Feb-2026,Back,Upper 2B,BB Dead Row,2,15,9,Staight,1,,Warrior
19-Feb-2026,Back,Upper 2B,BB Dead Row,3,15,9,Staight,1,,Warrior
19-Feb-2026,Chest,Upper 2B,Incline DB Bench Press,1,20,10,Trap,1,22,Warrior
19-Feb-2026,Back,Upper 2B,Rocking Pulldown,1,70,10,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,Rocking Pulldown,2,75,8,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,Rocking Pulldown,3,75,8,Straight,1,,Warrior
19-Feb-2026,Shoulders,Upper 2B,DB Arnold Press,1,16,10,Trap,1,,Warrior
19-Feb-2026,Back,Upper 2B,Angled Trap Shrugs,1,60,9,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,Angled Trap Shrugs,2,65,9,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,Angled Trap Shrugs,3,65,8,Straight,1,,Warrior
19-Feb-2026,Chest,Upper 2B,Cable Crossover,1,40,10,Trap,1,,Warrior
19-Feb-2026,Back,Upper 2B,DB Renegade Row,1,14,9,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,DB Renegade Row,2,14,9,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,DB Renegade Row,3,14,8,Straight,1,,Warrior
19-Feb-2026,Triceps,Upper 2B,Triceps Pushdowns,1,40,10,Trap,1,,Warrior
19-Feb-2026,Back,Upper 2B,Chin Ups,1,0,7,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,Chin Ups,2,0,6,Straight,1,,Warrior
19-Feb-2026,Back,Upper 2B,Chin Ups,3,0,5,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,BB Hip Thrusts,1,35,9,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,BB Hip Thrusts,2,35,8,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,BB Hip Thrusts,3,35,8,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,DB Bulgarian Split Squats,1,12,10,Trap,1,,Warrior
20-Feb-2026,Legs,Lower 2B,DB Alt. Reverse Sprinter Lunge,1,16,9,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,DB Alt. Reverse Sprinter Lunge,2,16,9,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,DB Alt. Reverse Sprinter Lunge,3,16,9,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,DB Spanish Squats,1,22,10,Trap,1,24,Warrior
20-Feb-2026,Legs,Lower 2B,Hamstring Curls,1,45,9,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,Hamstring Curls,2,45,9,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,Hamstring Curls,3,45,8,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,Seated Calf Raises,1,80,10,Trap,1,,Warrior
20-Feb-2026,Legs,Lower 2B,BB Calf Raises (Toes In),1,32.5,8,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,BB Calf Raises (Toes In),2,32.5,8,Straight,1,,Warrior
20-Feb-2026,Legs,Lower 2B,BB Calf Raises (Toes In),3,32.5,8,Straight,1,,Warrior
23-Feb-2026,Chest,Total Body 1A,DB Bench Press,1,24,12,ER 20,2,5 sets,Warrior
23-Feb-2026,Back,Total Body 1A,Lat Pulldowns,1,75,8,ER 10,2,4 sets,Warrior
23-Feb-2026,Shoulders,Total Body 1A,BB OHP,1,10,7,2 RIR,2,,Warrior
23-Feb-2026,Shoulders,Total Body 1A,BB OHP,2,8.75,8,1 RIR,2,,Warrior
23-Feb-2026,Shoulders,Total Body 1A,BB OHP,3,8.75,7,F,2,,Warrior
23-Feb-2026,Legs,Total Body 1A,BB Squats,1,25,9,2 RIR,2,26.25,Warrior
23-Feb-2026,Legs,Total Body 1A,BB Squats,2,25,10,1 RIR,2,,Warrior
23-Feb-2026,Legs,Total Body 1A,BB Squats,3,26.25,9,F,2,,Warrior
23-Feb-2026,Legs,Total Body 1A,Leaning Bulgarian Split Squats,1,16,8,2 RIR,2,,Warrior
23-Feb-2026,Legs,Total Body 1A,Leaning Bulgarian Split Squats,2,16,8,1 RIR,2,,Warrior
23-Feb-2026,Legs,Total Body 1A,Leaning Bulgarian Split Squats,3,16,8,F,2,,Warrior
23-Feb-2026,Biceps,Total Body 1A,Standing DB Curl,1,14,10,KS Combo,2,4 sets,Warrior
